"filename", "language", "C++", "QRC", "XML", "HTML", "Markdown", "Objective-C++", "CMake", "C", "comment", "blank", "total"
"c:\Users\umara\Desktop\Vaultorix\resources\Illustrations.h", "C++", 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\umara\Desktop\Vaultorix\resources\icons\about-dark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\about-light.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\account-settings.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\application.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\archive.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\arrow-down.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\arrow-right.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\avator.svg", "XML", 0, 0, 18, 0, 0, 0, 0, 0, 1, 17, 36
"c:\Users\umara\Desktop\Vaultorix\resources\icons\backup.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\bug-dark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\bug-light.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\checkbox-check.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\copy.svg", "XML", 0, 0, 10, 0, 0, 0, 0, 0, 1, 1, 12
"c:\Users\umara\Desktop\Vaultorix\resources\icons\cut.svg", "XML", 0, 0, 13, 0, 0, 0, 0, 0, 1, 1, 15
"c:\Users\umara\Desktop\Vaultorix\resources\icons\darkMode.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\decrypt.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\decryptDark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\decryptLight.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\delegate-check.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\document.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\dot.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\encrypt.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\encryptDark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\encryptLight.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileDelete.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\AI.svg", "XML", 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\AVI.svg", "XML", 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\BMP.svg", "XML", 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\CRD.svg", "XML", 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\CSV.svg", "XML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\DLL.svg", "XML", 0, 0, 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\DOC.svg", "XML", 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\DOCX.svg", "XML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\DWG.svg", "XML", 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\EPS.svg", "XML", 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\EXE.svg", "XML", 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 25
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\FLV.svg", "XML", 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\GIFF.svg", "XML", 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\HTML.svg", "XML", 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\ISO.svg", "XML", 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\JAVA.svg", "XML", 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\JPG.svg", "XML", 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\MDB.svg", "XML", 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\MID.svg", "XML", 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\MOV.svg", "XML", 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\MP3.svg", "XML", 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\MP4.svg", "XML", 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\MPEG.svg", "XML", 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\PDF.svg", "XML", 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\PNG.svg", "XML", 0, 0, 29, 0, 0, 0, 0, 0, 0, 1, 30
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\PPT.svg", "XML", 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\PS.svg", "XML", 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\PSD.svg", "XML", 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\PUB.svg", "XML", 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\RAR.svg", "XML", 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\RAW.svg", "XML", 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\RSS.svg", "XML", 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\SVG.svg", "XML", 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\TIFF.svg", "XML", 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\TXT.svg", "XML", 0, 0, 15, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\WAV.svg", "XML", 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\WMA.svg", "XML", 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\XML.svg", "XML", 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\XSL.svg", "XML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\umara\Desktop\Vaultorix\resources\icons\fileTypes\ZIP.svg", "XML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\umara\Desktop\Vaultorix\resources\icons\files.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\filter.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\folder-lock-dark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\folder-lock-light.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\folder.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\gridView.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\gridViewChecked.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\hide.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\import.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\invalid.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\key.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\languages-dark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\languages-light.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\lightMode.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\listView.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\listViewChecked.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\lock-dark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\lock-light.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\lock.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\menuDelete.svg", "XML", 0, 0, 13, 0, 0, 0, 0, 0, 1, 1, 15
"c:\Users\umara\Desktop\Vaultorix\resources\icons\music.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\open.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\palette-dark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\palette-light.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\paste.svg", "XML", 0, 0, 12, 0, 0, 0, 0, 0, 1, 1, 14
"c:\Users\umara\Desktop\Vaultorix\resources\icons\picture.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\preferences-dark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\preferences-light.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\queued-dark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\queued-light.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\redo.svg", "XML", 0, 0, 10, 0, 0, 0, 0, 0, 1, 1, 12
"c:\Users\umara\Desktop\Vaultorix\resources\icons\restore.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\search.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\select-all.svg", "XML", 0, 0, 22, 0, 0, 0, 0, 0, 1, 1, 24
"c:\Users\umara\Desktop\Vaultorix\resources\icons\show.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\sign-out.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\subscription.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\timer.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\twoFactorAuth.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\undo.svg", "XML", 0, 0, 10, 0, 0, 0, 0, 0, 1, 1, 12
"c:\Users\umara\Desktop\Vaultorix\resources\icons\update-dark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\update-download-dark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\update-download-light.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\update-light.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\upload-dark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\upload-light.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\user.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\valid.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\video.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\win-close-dark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\win-close-light.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\win-maximize-dark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\win-maximize-light.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\win-minimize-dark.svg", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\umara\Desktop\Vaultorix\resources\icons\win-minimize-light.svg", "XML", 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\umara\Desktop\Vaultorix\resources\icons\win-restore-dark.svg", "XML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\umara\Desktop\Vaultorix\resources\icons\win-restore-light.svg", "XML", 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\umara\Desktop\Vaultorix\resources\icons\x.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\xDark.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\icons\xLight.svg", "XML", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\umara\Desktop\Vaultorix\resources\illustrations\folder-dark.svg", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 1, 5, 12
"c:\Users\umara\Desktop\Vaultorix\resources\illustrations\folder-light.svg", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 1, 5, 12
"c:\Users\umara\Desktop\Vaultorix\resources\resources.qrc", "QRC", 0, 145, 0, 0, 0, 0, 0, 0, 0, 1, 146
"c:\Users\umara\Desktop\Vaultorix\resources\terms\termsConds.html", "HTML", 0, 0, 0, 148, 0, 0, 0, 0, 0, 19, 167
"c:\Users\umara\Desktop\Vaultorix\src\core\config\APIConfig.h", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 8, 10, 46
"c:\Users\umara\Desktop\Vaultorix\src\core\config\Constants.h", "C++", 45, 0, 0, 0, 0, 0, 0, 0, 0, 15, 60
"c:\Users\umara\Desktop\Vaultorix\src\core\crypto\encryption\Encryption.cpp", "C++", 71, 0, 0, 0, 0, 0, 0, 0, 0, 17, 88
"c:\Users\umara\Desktop\Vaultorix\src\core\crypto\encryption\Encryption.h", "C++", 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\umara\Desktop\Vaultorix\src\core\crypto\key\KeyManager.cpp", "C++", 206, 0, 0, 0, 0, 0, 0, 0, 2, 43, 251
"c:\Users\umara\Desktop\Vaultorix\src\core\crypto\key\KeyManager.h", "C++", 28, 0, 0, 0, 0, 0, 0, 0, 0, 8, 36
"c:\Users\umara\Desktop\Vaultorix\src\core\errors\DeleteError.h", "C++", 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\umara\Desktop\Vaultorix\src\core\errors\EncryptError.h", "C++", 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\umara\Desktop\Vaultorix\src\core\errors\ImportError.h", "C++", 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\umara\Desktop\Vaultorix\src\core\services\account_settings\AccountSettingsService.cpp", "C++", 289, 0, 0, 0, 0, 0, 0, 0, 13, 55, 357
"c:\Users\umara\Desktop\Vaultorix\src\core\services\account_settings\AccountSettingsService.h", "C++", 50, 0, 0, 0, 0, 0, 0, 0, 0, 8, 58
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\OTPService.cpp", "C++", 117, 0, 0, 0, 0, 0, 0, 0, 14, 26, 157
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\OTPService.h", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 2, 6, 38
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\SigninService.cpp", "C++", 64, 0, 0, 0, 0, 0, 0, 0, 1, 16, 81
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\SigninService.h", "C++", 32, 0, 0, 0, 0, 0, 0, 0, 4, 9, 45
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\SignupService.cpp", "C++", 114, 0, 0, 0, 0, 0, 0, 0, 7, 25, 146
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\SignupService.h", "C++", 46, 0, 0, 0, 0, 0, 0, 0, 5, 13, 64
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\TokenManager.cpp", "C++", 230, 0, 0, 0, 0, 0, 0, 0, 18, 64, 312
"c:\Users\umara\Desktop\Vaultorix\src\core\services\auth\TokenManager.h", "C++", 70, 0, 0, 0, 0, 0, 0, 0, 21, 14, 105
"c:\Users\umara\Desktop\Vaultorix\src\core\services\report_bug\ReportBugService.cpp", "C++", 83, 0, 0, 0, 0, 0, 0, 0, 12, 18, 113
"c:\Users\umara\Desktop\Vaultorix\src\core\services\report_bug\ReportBugService.h", "C++", 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\umara\Desktop\Vaultorix\src\core\services\update\UpdateService.cpp", "C++", 138, 0, 0, 0, 0, 0, 0, 0, 3, 33, 174
"c:\Users\umara\Desktop\Vaultorix\src\core\services\update\UpdateService.h", "C++", 49, 0, 0, 0, 0, 0, 0, 0, 7, 11, 67
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\database\Database.cpp", "C++", 62, 0, 0, 0, 0, 0, 0, 0, 0, 15, 77
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\database\Database.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\models\FileMetadata.h", "C++", 21, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\models\FileStatus.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\models\FileType.h", "C++", 14, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\repository\FileRepository.cpp", "C++", 188, 0, 0, 0, 0, 0, 0, 0, 0, 44, 232
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\repository\FileRepository.h", "C++", 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\storage\StorageService.cpp", "C++", 91, 0, 0, 0, 0, 0, 0, 0, 8, 30, 129
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\storage\StorageService.h", "C++", 64, 0, 0, 0, 0, 0, 0, 0, 1, 19, 84
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\tasks\DeleteTask.cpp", "C++", 23, 0, 0, 0, 0, 0, 0, 0, 0, 9, 32
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\tasks\DeleteTask.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\tasks\EncryptTask.cpp", "C++", 105, 0, 0, 0, 0, 0, 0, 0, 1, 34, 140
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\tasks\EncryptTask.h", "C++", 21, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\tasks\ImportTask.cpp", "C++", 77, 0, 0, 0, 0, 0, 0, 0, 0, 26, 103
"c:\Users\umara\Desktop\Vaultorix\src\core\services\vault\tasks\ImportTask.h", "C++", 22, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"c:\Users\umara\Desktop\Vaultorix\src\core\session\SessionManager.cpp", "C++", 71, 0, 0, 0, 0, 0, 0, 0, 0, 22, 93
"c:\Users\umara\Desktop\Vaultorix\src\core\session\SessionManager.h", "C++", 38, 0, 0, 0, 0, 0, 0, 0, 0, 10, 48
"c:\Users\umara\Desktop\Vaultorix\src\core\system\DeviceInfo.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 5, 8, 33
"c:\Users\umara\Desktop\Vaultorix\src\core\system\DeviceInfo.h", "C++", 17, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\umara\Desktop\Vaultorix\src\core\theme\ThemeManager.cpp", "C++", 37, 0, 0, 0, 0, 0, 0, 0, 2, 13, 52
"c:\Users\umara\Desktop\Vaultorix\src\core\theme\ThemeManager.h", "C++", 18, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25
"c:\Users\umara\Desktop\Vaultorix\src\core\utils\Utils.cpp", "C++", 94, 0, 0, 0, 0, 0, 0, 0, 55, 44, 193
"c:\Users\umara\Desktop\Vaultorix\src\core\utils\Utils.h", "C++", 74, 0, 0, 0, 0, 0, 0, 0, 36, 30, 140
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\EmailValidator.cpp", "C++", 128, 0, 0, 0, 0, 0, 0, 0, 10, 43, 181
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\EmailValidator.h", "C++", 31, 0, 0, 0, 0, 0, 0, 0, 5, 9, 45
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\NameValidator.cpp", "C++", 22, 0, 0, 0, 0, 0, 0, 0, 0, 10, 32
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\NameValidator.h", "C++", 11, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\PasswordValidator.cpp", "C++", 95, 0, 0, 0, 0, 0, 0, 0, 0, 30, 125
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\PasswordValidator.h", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 11, 46
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\UsernameValidator.cpp", "C++", 99, 0, 0, 0, 0, 0, 0, 0, 0, 30, 129
"c:\Users\umara\Desktop\Vaultorix\src\core\validators\auth\UsernameValidator.h", "C++", 25, 0, 0, 0, 0, 0, 0, 0, 4, 9, 38
"c:\Users\umara\Desktop\Vaultorix\src\main.cpp", "C++", 12, 0, 0, 0, 0, 0, 0, 0, 2, 4, 18
